ts,alert_type,src_ip,dst_ip,details
2025-08-04 11:58:02,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1471 SYN packets in 6 s"
2025-08-05 10:12:08,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 867 SYN packets in 8 s"
2025-08-04 14:34:33,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1811 packets to 192.168.1.109 in 8 s
2025-08-04 23:37:22,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1409 packets to 192.168.1.109 in 7 s
2025-08-04 21:47:25,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 86 ports in 9 s
2025-08-05 07:59:51,DDoS,188.97.74.179,192.168.1.109,"65 sources, 4508 packets → 192.168.1.109 in 12 s"
2025-08-04 11:53:31,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1642 packets to 192.168.1.109 in 9 s
2025-08-04 19:34:21,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 857 SYN packets in 2 s"
2025-08-05 01:06:53,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 606 SYN packets in 6 s"
2025-08-05 10:08:32,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 72 ports in 2 s
2025-08-04 18:59:09,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 102 ports in 8 s
2025-08-05 04:32:32,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1221 packets to 192.168.1.109 in 9 s
2025-08-05 02:53:39,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 935 packets to 192.168.1.109 in 5 s
2025-08-04 15:02:47,DDoS,180.252.123.192,192.168.1.109,"88 sources, 1260 packets → 192.168.1.109 in 17 s"
2025-08-05 05:28:55,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1311 SYN packets in 8 s"
2025-08-04 11:28:47,DDoS,192.221.120.3,192.168.1.109,"87 sources, 2298 packets → 192.168.1.109 in 11 s"
2025-08-04 18:32:14,DDoS,16.59.0.134,192.168.1.109,"94 sources, 2719 packets → 192.168.1.109 in 19 s"
2025-08-04 14:25:05,DDoS,180.252.123.192,192.168.1.109,"28 sources, 4498 packets → 192.168.1.109 in 13 s"
2025-08-05 04:53:55,DDoS,192.221.120.3,192.168.1.109,"79 sources, 4443 packets → 192.168.1.109 in 5 s"
2025-08-04 21:28:53,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 755 packets to 192.168.1.109 in 9 s
2025-08-04 10:52:39,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1250 SYN packets in 6 s"
2025-08-05 07:46:07,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1364 SYN packets in 9 s"
2025-08-04 16:08:29,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1218 SYN packets in 10 s"
2025-08-04 15:50:34,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 139 ports in 9 s
2025-08-04 11:01:36,DDoS,219.130.202.109,192.168.1.109,"84 sources, 3008 packets → 192.168.1.109 in 12 s"
2025-08-04 15:28:03,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1373 SYN packets in 8 s"
2025-08-05 05:45:21,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 110 ports in 6 s
2025-08-04 21:03:12,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1962 packets to 192.168.1.109 in 8 s
2025-08-04 19:15:12,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 64 ports in 4 s
2025-08-05 03:03:13,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 72 ports in 8 s
2025-08-05 01:39:44,DDoS,219.130.202.109,192.168.1.109,"77 sources, 3351 packets → 192.168.1.109 in 14 s"
2025-08-05 00:19:53,DDoS,192.221.120.3,192.168.1.109,"93 sources, 3849 packets → 192.168.1.109 in 5 s"
2025-08-04 11:16:53,DDoS,135.97.14.21,192.168.1.109,"67 sources, 1062 packets → 192.168.1.109 in 13 s"
2025-08-05 04:47:24,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 889 SYN packets in 1 s"
2025-08-04 23:43:44,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1302 SYN packets in 1 s"
2025-08-04 21:24:31,DDoS,135.97.14.21,192.168.1.109,"67 sources, 1627 packets → 192.168.1.109 in 11 s"
2025-08-04 11:49:31,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 85 ports in 10 s
2025-08-05 00:00:03,DDoS,20.218.159.191,192.168.1.109,"53 sources, 1505 packets → 192.168.1.109 in 15 s"
2025-08-04 22:51:54,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1231 SYN packets in 5 s"
2025-08-05 07:26:00,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1155 packets to 192.168.1.109 in 10 s
2025-08-04 18:43:40,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 141 ports in 7 s
2025-08-04 16:58:35,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1898 packets to 192.168.1.109 in 9 s
2025-08-05 01:40:31,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 665 packets to 192.168.1.109 in 15 s
2025-08-04 15:38:16,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 56 ports in 5 s
2025-08-05 02:58:41,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1819 packets to 192.168.1.109 in 9 s
2025-08-05 00:20:18,DDoS,192.72.98.152,192.168.1.109,"22 sources, 2566 packets → 192.168.1.109 in 5 s"
2025-08-05 07:43:59,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 629 packets to 192.168.1.109 in 18 s
2025-08-05 07:53:39,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 146 ports in 8 s
2025-08-05 01:21:12,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1804 packets to 192.168.1.109 in 12 s
2025-08-04 19:29:36,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 51 ports in 4 s
2025-08-04 10:52:00,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 85 ports in 7 s
2025-08-05 09:24:38,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 547 packets to 192.168.1.109 in 17 s
2025-08-05 05:02:36,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1294 packets to 192.168.1.109 in 13 s
2025-08-05 04:28:10,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 679 SYN packets in 10 s"
2025-08-04 10:50:30,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 563 packets to 192.168.1.109 in 12 s
2025-08-04 22:43:20,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 57 ports in 1 s
2025-08-04 19:58:34,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 138 ports in 1 s
2025-08-05 07:52:56,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 769 packets to 192.168.1.109 in 19 s
2025-08-04 22:09:02,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1585 packets to 192.168.1.109 in 15 s
2025-08-04 13:48:37,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 952 packets to 192.168.1.109 in 9 s
2025-08-04 14:53:40,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1148 SYN packets in 3 s"
2025-08-05 10:30:07,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 715 packets to 192.168.1.109 in 8 s
2025-08-04 18:06:32,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1043 SYN packets in 10 s"
2025-08-04 15:21:33,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 654 SYN packets in 10 s"
2025-08-04 16:58:16,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 142 ports in 2 s
2025-08-05 07:52:17,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 115 ports in 6 s
2025-08-04 15:18:16,DDoS,16.59.0.134,192.168.1.109,"97 sources, 2392 packets → 192.168.1.109 in 16 s"
2025-08-05 04:38:30,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 931 packets to 192.168.1.109 in 14 s
2025-08-04 16:53:36,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1221 SYN packets in 8 s"
2025-08-05 07:06:54,DDoS,20.218.159.191,192.168.1.109,"36 sources, 4032 packets → 192.168.1.109 in 11 s"
2025-08-04 11:43:00,DDoS,192.72.98.152,192.168.1.109,"24 sources, 3726 packets → 192.168.1.109 in 11 s"
2025-08-04 22:13:49,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 842 packets to 192.168.1.109 in 7 s
2025-08-05 09:36:30,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1104 SYN packets in 2 s"
2025-08-05 06:24:19,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 124 ports in 8 s
2025-08-05 06:01:06,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 990 packets to 192.168.1.109 in 13 s
2025-08-05 05:12:46,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 764 packets to 192.168.1.109 in 12 s
2025-08-04 21:43:29,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 110 ports in 4 s
2025-08-05 08:12:52,DDoS,135.97.14.21,192.168.1.109,"47 sources, 2010 packets → 192.168.1.109 in 11 s"
2025-08-04 16:39:54,DDoS,192.221.120.3,192.168.1.109,"60 sources, 3231 packets → 192.168.1.109 in 20 s"
2025-08-04 18:18:28,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 145 ports in 8 s
2025-08-05 04:16:37,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 74 ports in 9 s
2025-08-04 16:15:44,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 149 ports in 2 s
2025-08-05 07:53:17,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 77 ports in 2 s
2025-08-04 15:06:01,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 146 ports in 7 s
2025-08-04 11:37:04,DDoS,16.59.0.134,192.168.1.109,"71 sources, 4537 packets → 192.168.1.109 in 19 s"
2025-08-05 03:31:10,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1164 SYN packets in 10 s"
2025-08-04 22:42:44,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1095 packets to 192.168.1.109 in 16 s
2025-08-05 02:51:01,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 67 ports in 6 s
2025-08-04 23:23:50,DDoS,180.252.123.192,192.168.1.109,"66 sources, 4899 packets → 192.168.1.109 in 8 s"
2025-08-04 23:58:42,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1620 packets to 192.168.1.109 in 5 s
2025-08-04 14:00:29,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 110 ports in 6 s
2025-08-05 08:14:20,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 865 packets to 192.168.1.109 in 14 s
2025-08-04 13:30:53,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1889 packets to 192.168.1.109 in 13 s
2025-08-04 21:09:28,DDoS,192.72.98.152,192.168.1.109,"45 sources, 2407 packets → 192.168.1.109 in 14 s"
2025-08-05 08:50:10,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1229 SYN packets in 10 s"
2025-08-04 18:16:52,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 876 SYN packets in 4 s"
2025-08-05 00:29:17,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 808 SYN packets in 10 s"
2025-08-04 13:28:51,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1407 packets to 192.168.1.109 in 12 s
2025-08-05 10:08:05,DDoS,219.130.202.109,192.168.1.109,"45 sources, 3520 packets → 192.168.1.109 in 10 s"
2025-08-05 00:50:56,DDoS,20.218.159.191,192.168.1.109,"21 sources, 2655 packets → 192.168.1.109 in 15 s"
2025-08-04 14:52:58,DDoS,20.218.159.191,192.168.1.109,"73 sources, 4125 packets → 192.168.1.109 in 9 s"
2025-08-05 04:53:42,DDoS,135.97.14.21,192.168.1.109,"62 sources, 2695 packets → 192.168.1.109 in 12 s"
2025-08-04 23:40:26,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1275 packets to 192.168.1.109 in 10 s
2025-08-05 09:45:34,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 939 SYN packets in 8 s"
2025-08-05 02:37:37,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1088 packets to 192.168.1.109 in 5 s
2025-08-04 22:12:24,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 762 packets to 192.168.1.109 in 10 s
2025-08-05 04:15:18,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 119 ports in 8 s
2025-08-04 15:27:07,DDoS,144.71.175.144,192.168.1.109,"77 sources, 4925 packets → 192.168.1.109 in 20 s"
2025-08-04 11:51:02,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 104 ports in 10 s
2025-08-04 16:13:24,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 658 packets to 192.168.1.109 in 20 s
2025-08-04 11:18:11,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 650 SYN packets in 10 s"
2025-08-04 11:21:17,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 78 ports in 7 s
2025-08-05 03:29:09,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1484 SYN packets in 5 s"
2025-08-05 04:12:36,DDoS,219.130.202.109,192.168.1.109,"97 sources, 4588 packets → 192.168.1.109 in 11 s"
2025-08-05 01:35:00,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 611 packets to 192.168.1.109 in 5 s
2025-08-04 11:09:30,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1518 packets to 192.168.1.109 in 7 s
2025-08-04 19:12:05,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 56 ports in 8 s
2025-08-05 05:59:06,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 54 ports in 10 s
2025-08-05 04:39:08,DDoS,20.218.159.191,192.168.1.109,"60 sources, 2826 packets → 192.168.1.109 in 14 s"
2025-08-04 23:54:21,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 82 ports in 1 s
2025-08-05 03:51:29,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1656 packets to 192.168.1.109 in 9 s
2025-08-04 12:12:53,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 653 packets to 192.168.1.109 in 11 s
2025-08-05 02:28:12,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 656 SYN packets in 7 s"
2025-08-05 02:08:15,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 817 SYN packets in 7 s"
2025-08-05 03:39:11,DDoS,135.97.14.21,192.168.1.109,"94 sources, 2055 packets → 192.168.1.109 in 10 s"
2025-08-05 05:02:01,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 529 SYN packets in 1 s"
2025-08-05 00:53:52,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 76 ports in 1 s
2025-08-05 01:21:10,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 110 ports in 6 s
2025-08-04 12:56:23,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 126 ports in 1 s
2025-08-04 17:20:10,DDoS,20.218.159.191,192.168.1.109,"32 sources, 3356 packets → 192.168.1.109 in 19 s"
2025-08-05 05:56:09,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 102 ports in 10 s
2025-08-04 20:21:52,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 846 SYN packets in 9 s"
2025-08-04 19:28:37,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1277 SYN packets in 1 s"
2025-08-05 04:49:51,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1358 packets to 192.168.1.109 in 11 s
2025-08-05 07:50:33,DDoS,192.221.120.3,192.168.1.109,"79 sources, 3098 packets → 192.168.1.109 in 6 s"
2025-08-04 19:40:12,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 136 ports in 3 s
2025-08-04 21:55:38,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 149 ports in 3 s
2025-08-04 11:20:08,DDoS,20.218.159.191,192.168.1.109,"74 sources, 1244 packets → 192.168.1.109 in 8 s"
2025-08-05 09:18:41,DDoS,219.130.202.109,192.168.1.109,"86 sources, 3790 packets → 192.168.1.109 in 11 s"
2025-08-04 12:05:39,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 99 ports in 6 s
2025-08-04 13:10:22,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 51 ports in 4 s
2025-08-05 02:45:50,DDoS,219.130.202.109,192.168.1.109,"59 sources, 2609 packets → 192.168.1.109 in 18 s"
2025-08-05 04:44:37,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 680 SYN packets in 10 s"
2025-08-04 11:40:26,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1821 packets to 192.168.1.109 in 10 s
2025-08-04 17:59:42,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 89 ports in 3 s
2025-08-04 23:34:33,DDoS,180.252.123.192,192.168.1.109,"86 sources, 3956 packets → 192.168.1.109 in 11 s"
2025-08-05 07:27:11,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 657 SYN packets in 3 s"
2025-08-04 19:35:46,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1997 packets to 192.168.1.109 in 20 s
2025-08-04 18:37:31,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 57 ports in 8 s
2025-08-04 11:25:23,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 87 ports in 9 s
2025-08-05 07:35:33,DDoS,169.96.103.60,192.168.1.109,"24 sources, 4715 packets → 192.168.1.109 in 19 s"
2025-08-04 15:32:52,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1525 packets to 192.168.1.109 in 13 s
2025-08-05 08:18:22,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 62 ports in 5 s
2025-08-05 08:12:35,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 107 ports in 3 s
2025-08-04 20:50:30,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1473 packets to 192.168.1.109 in 13 s
2025-08-05 01:49:11,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 50 ports in 10 s
2025-08-04 13:02:30,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 616 packets to 192.168.1.109 in 15 s
2025-08-04 23:43:13,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1271 SYN packets in 2 s"
2025-08-04 16:04:38,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 120 ports in 6 s
2025-08-05 04:47:08,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 69 ports in 9 s
2025-08-04 16:54:54,DDoS,192.72.98.152,192.168.1.109,"67 sources, 1093 packets → 192.168.1.109 in 19 s"
2025-08-05 04:54:51,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 61 ports in 5 s
2025-08-05 06:48:29,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 676 SYN packets in 9 s"
2025-08-05 07:20:50,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1041 SYN packets in 6 s"
2025-08-05 00:05:45,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 1356 SYN packets in 3 s"
2025-08-05 08:45:59,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1623 packets to 192.168.1.109 in 12 s
2025-08-05 08:20:43,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1235 packets to 192.168.1.109 in 14 s
2025-08-05 05:26:56,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1276 SYN packets in 8 s"
2025-08-04 11:50:09,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 741 packets to 192.168.1.109 in 16 s
2025-08-05 05:41:09,DDoS,144.71.175.144,192.168.1.109,"85 sources, 1405 packets → 192.168.1.109 in 11 s"
2025-08-04 15:19:17,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1451 SYN packets in 2 s"
2025-08-04 23:38:11,DDoS,219.130.202.109,192.168.1.109,"80 sources, 3197 packets → 192.168.1.109 in 18 s"
2025-08-05 02:34:21,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 595 SYN packets in 4 s"
2025-08-05 08:09:13,DDoS,16.59.0.134,192.168.1.109,"61 sources, 2292 packets → 192.168.1.109 in 8 s"
2025-08-04 11:18:11,DDoS,192.221.120.3,192.168.1.109,"71 sources, 3306 packets → 192.168.1.109 in 9 s"
2025-08-05 09:13:54,DDoS,192.72.98.152,192.168.1.109,"82 sources, 1497 packets → 192.168.1.109 in 11 s"
2025-08-05 04:58:41,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1483 SYN packets in 8 s"
2025-08-05 08:35:18,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 989 SYN packets in 6 s"
2025-08-05 10:11:24,DDoS,192.221.120.3,192.168.1.109,"68 sources, 3146 packets → 192.168.1.109 in 13 s"
2025-08-05 00:22:09,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 874 SYN packets in 7 s"
2025-08-04 16:53:09,DDoS,144.71.175.144,192.168.1.109,"76 sources, 1875 packets → 192.168.1.109 in 5 s"
2025-08-04 20:53:45,DDoS,188.97.74.179,192.168.1.109,"32 sources, 1959 packets → 192.168.1.109 in 12 s"
2025-08-04 18:58:14,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 73 ports in 3 s
2025-08-04 23:42:40,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1326 SYN packets in 9 s"
2025-08-04 17:41:51,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1149 packets to 192.168.1.109 in 19 s
2025-08-05 10:19:54,DDoS,180.252.123.192,192.168.1.109,"24 sources, 2970 packets → 192.168.1.109 in 5 s"
2025-08-05 08:37:25,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1659 packets to 192.168.1.109 in 18 s
2025-08-05 06:04:08,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 135 ports in 4 s
2025-08-04 22:21:54,DDoS,16.59.0.134,192.168.1.109,"68 sources, 4208 packets → 192.168.1.109 in 16 s"
2025-08-05 04:20:52,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 52 ports in 8 s
2025-08-05 09:38:08,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1300 packets to 192.168.1.109 in 15 s
2025-08-05 02:06:34,DDoS,188.97.74.179,192.168.1.109,"90 sources, 4287 packets → 192.168.1.109 in 10 s"
2025-08-04 15:23:05,DDoS,219.130.202.109,192.168.1.109,"23 sources, 1411 packets → 192.168.1.109 in 16 s"
2025-08-05 02:42:13,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1380 SYN packets in 5 s"
2025-08-05 06:47:42,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 59 ports in 8 s
2025-08-05 02:22:18,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 673 SYN packets in 8 s"
2025-08-05 01:31:04,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 876 SYN packets in 8 s"
2025-08-04 21:45:05,DDoS,169.96.103.60,192.168.1.109,"92 sources, 4258 packets → 192.168.1.109 in 20 s"
2025-08-04 13:02:48,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 118 ports in 9 s
2025-08-05 01:45:16,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 130 ports in 3 s
2025-08-04 21:24:42,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 98 ports in 6 s
2025-08-04 14:28:45,DDoS,16.59.0.134,192.168.1.109,"22 sources, 1776 packets → 192.168.1.109 in 16 s"
2025-08-04 11:43:05,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 149 ports in 2 s
2025-08-05 07:57:34,DDoS,135.97.14.21,192.168.1.109,"20 sources, 4956 packets → 192.168.1.109 in 9 s"
2025-08-04 22:51:03,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 119 ports in 9 s
2025-08-05 06:49:50,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 52 ports in 4 s
2025-08-05 04:33:01,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1282 packets to 192.168.1.109 in 12 s
2025-08-04 17:15:14,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1323 SYN packets in 7 s"
2025-08-04 10:58:39,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 140 ports in 5 s
2025-08-05 05:03:49,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1087 packets to 192.168.1.109 in 13 s
2025-08-04 16:53:21,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 815 packets to 192.168.1.109 in 9 s
2025-08-05 09:15:14,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 149 ports in 1 s
2025-08-04 12:27:38,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1008 packets to 192.168.1.109 in 17 s
2025-08-05 09:01:56,DDoS,188.97.74.179,192.168.1.109,"53 sources, 3067 packets → 192.168.1.109 in 18 s"
2025-08-04 21:53:56,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1846 packets to 192.168.1.109 in 7 s
2025-08-05 06:51:46,DDoS,16.59.0.134,192.168.1.109,"80 sources, 4767 packets → 192.168.1.109 in 7 s"
2025-08-05 02:28:26,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 873 SYN packets in 2 s"
2025-08-05 06:06:33,DDoS,192.72.98.152,192.168.1.109,"74 sources, 1185 packets → 192.168.1.109 in 9 s"
2025-08-05 04:49:01,DDoS,144.71.175.144,192.168.1.109,"84 sources, 2636 packets → 192.168.1.109 in 20 s"
2025-08-04 16:43:58,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 143 ports in 2 s
2025-08-04 12:52:38,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 111 ports in 7 s
2025-08-04 22:38:36,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 760 packets to 192.168.1.109 in 19 s
