ts,alert_type,src_ip,dst_ip,details,model_name
2025-08-08 12:40:39,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 827 SYN packets in 6 s",Decision Tree
2025-08-07 01:58:50,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1245 SYN packets in 3 s",Decision Tree
2025-08-08 00:46:38,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 947 SYN packets in 1 s",Linear SVM
2025-08-08 07:38:04,DDoS,199.41.115.196,192.168.1.109,"81 sources, 3696 packets → 192.168.1.109 in 14 s",Random Forest
2025-08-07 06:38:41,DDoS,106.238.102.25,192.168.1.109,"67 sources, 3220 packets → 192.168.1.109 in 15 s",Random Forest
2025-08-08 15:03:30,DDoS,199.41.115.196,192.168.1.109,"28 sources, 1547 packets → 192.168.1.109 in 13 s",Random Forest
2025-08-07 03:37:04,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 757 SYN packets in 2 s",Random Forest
2025-08-06 18:47:07,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 89 ports in 5 s,Decision Tree
2025-08-07 23:59:22,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 100 ports in 4 s,Random Forest
2025-08-08 15:22:16,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 64 ports in 8 s,Linear SVM
2025-08-07 16:22:49,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 73 ports in 10 s,Linear SVM
2025-08-07 19:03:07,DDoS,102.122.195.70,192.168.1.109,"21 sources, 3001 packets → 192.168.1.109 in 8 s",Decision Tree
2025-08-08 11:25:59,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 52 ports in 4 s,Linear SVM
2025-08-07 04:18:35,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1175 SYN packets in 10 s",Linear SVM
2025-08-07 12:30:40,DDoS,199.41.115.196,192.168.1.109,"97 sources, 4648 packets → 192.168.1.109 in 6 s",Random Forest
2025-08-07 22:45:21,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1567 packets to 192.168.1.109 in 13 s,Random Forest
2025-08-07 03:53:16,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1451 SYN packets in 1 s",Linear SVM
2025-08-07 02:29:55,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 79 ports in 3 s,Random Forest
2025-08-07 09:19:32,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1114 packets to 192.168.1.109 in 9 s,Random Forest
2025-08-06 21:30:46,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1462 SYN packets in 4 s",Decision Tree
2025-08-08 04:42:41,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 556 SYN packets in 10 s",Random Forest
2025-08-07 00:26:23,DDoS,102.122.195.70,192.168.1.109,"33 sources, 4515 packets → 192.168.1.109 in 6 s",Linear SVM
2025-08-07 04:31:39,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1586 packets to 192.168.1.109 in 15 s,Random Forest
2025-08-08 18:32:21,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 148 ports in 4 s,Decision Tree
2025-08-07 00:18:35,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1510 packets to 192.168.1.109 in 20 s,Decision Tree
2025-08-08 15:24:59,DDoS,160.131.131.225,192.168.1.109,"92 sources, 3088 packets → 192.168.1.109 in 13 s",Linear SVM
2025-08-07 14:29:51,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1047 SYN packets in 8 s",Linear SVM
2025-08-07 05:16:11,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 132 ports in 7 s,Decision Tree
2025-08-06 22:30:04,DDoS,116.17.206.208,192.168.1.109,"46 sources, 3563 packets → 192.168.1.109 in 8 s",Random Forest
2025-08-08 06:40:30,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 805 SYN packets in 10 s",Linear SVM
2025-08-08 02:11:48,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 67 ports in 4 s,Linear SVM
2025-08-07 07:04:01,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 104 ports in 1 s,Linear SVM
2025-08-08 14:49:51,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 771 SYN packets in 7 s",Linear SVM
2025-08-08 12:16:21,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 682 SYN packets in 2 s",Random Forest
2025-08-08 08:45:22,DDoS,121.40.229.158,192.168.1.109,"69 sources, 1587 packets → 192.168.1.109 in 16 s",Random Forest
2025-08-07 00:24:56,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 147 ports in 5 s,Linear SVM
2025-08-08 15:42:44,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 1121 SYN packets in 5 s",Decision Tree
2025-08-07 02:53:35,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 138 ports in 6 s,Random Forest
2025-08-07 11:27:28,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 91 ports in 2 s,Random Forest
2025-08-08 16:58:17,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1196 SYN packets in 6 s",Random Forest
2025-08-08 11:48:33,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 530 SYN packets in 7 s",Decision Tree
2025-08-08 12:28:18,DDoS,171.128.117.50,192.168.1.109,"79 sources, 1303 packets → 192.168.1.109 in 13 s",Decision Tree
2025-08-08 00:43:49,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 1366 SYN packets in 4 s",Decision Tree
2025-08-08 10:54:10,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1013 SYN packets in 1 s",Random Forest
2025-08-07 08:34:33,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 752 packets to 192.168.1.109 in 11 s,Linear SVM
2025-08-08 18:13:12,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1032 SYN packets in 10 s",Linear SVM
2025-08-07 22:14:32,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 797 SYN packets in 10 s",Linear SVM
2025-08-07 17:30:34,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1334 SYN packets in 6 s",Decision Tree
2025-08-07 03:20:02,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 1354 SYN packets in 2 s",Linear SVM
2025-08-08 02:20:01,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 685 packets to 192.168.1.109 in 20 s,Random Forest
2025-08-07 13:29:34,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1332 packets to 192.168.1.109 in 12 s,Decision Tree
2025-08-08 12:18:44,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 102 ports in 7 s,Linear SVM
2025-08-08 04:54:30,DDoS,199.41.115.196,192.168.1.109,"30 sources, 3360 packets → 192.168.1.109 in 9 s",Linear SVM
2025-08-08 09:59:55,DDoS,121.40.229.158,192.168.1.109,"74 sources, 2812 packets → 192.168.1.109 in 19 s",Decision Tree
2025-08-07 03:20:34,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1302 packets to 192.168.1.109 in 7 s,Decision Tree
2025-08-08 03:07:46,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 508 SYN packets in 4 s",Decision Tree
2025-08-07 06:25:13,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 116 ports in 9 s,Random Forest
2025-08-08 04:04:08,DDoS,173.104.27.33,192.168.1.109,"66 sources, 4457 packets → 192.168.1.109 in 8 s",Random Forest
2025-08-07 13:56:41,DDoS,199.41.115.196,192.168.1.109,"83 sources, 1211 packets → 192.168.1.109 in 9 s",Linear SVM
2025-08-07 14:01:39,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1046 SYN packets in 8 s",Linear SVM
2025-08-07 19:09:10,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1324 packets to 192.168.1.109 in 13 s,Decision Tree
2025-08-06 20:08:17,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 984 packets to 192.168.1.109 in 8 s,Linear SVM
2025-08-08 08:16:48,DDoS,207.106.9.199,192.168.1.109,"76 sources, 4816 packets → 192.168.1.109 in 16 s",Decision Tree
2025-08-07 21:42:24,DDoS,171.128.117.50,192.168.1.109,"36 sources, 3350 packets → 192.168.1.109 in 16 s",Random Forest
2025-08-07 23:21:23,DDoS,102.122.195.70,192.168.1.109,"29 sources, 1739 packets → 192.168.1.109 in 15 s",Decision Tree
2025-08-07 05:36:06,DDoS,207.106.9.199,192.168.1.109,"100 sources, 3948 packets → 192.168.1.109 in 20 s",Decision Tree
2025-08-08 03:14:19,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1049 SYN packets in 8 s",Decision Tree
2025-08-07 05:39:21,DDoS,171.128.117.50,192.168.1.109,"47 sources, 4969 packets → 192.168.1.109 in 18 s",Decision Tree
2025-08-06 19:29:12,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1987 packets to 192.168.1.109 in 6 s,Random Forest
2025-08-06 21:37:25,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 93 ports in 5 s,Linear SVM
2025-08-08 15:54:14,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 149 ports in 4 s,Random Forest
2025-08-07 10:47:46,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 1888 packets to 192.168.1.109 in 20 s,Random Forest
2025-08-08 06:20:07,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 951 SYN packets in 9 s",Decision Tree
2025-08-08 03:13:32,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 1342 SYN packets in 7 s",Linear SVM
2025-08-07 15:11:47,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 996 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-08 07:17:11,Port Scan,199.41.115.196,192.168.1.109,199.41.115.196 scanned 136 ports in 7 s,Decision Tree
2025-08-07 15:52:48,DDoS,199.41.115.196,192.168.1.109,"71 sources, 4542 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-08 00:37:03,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 104 ports in 10 s,Decision Tree
2025-08-07 09:13:26,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 809 SYN packets in 9 s",Random Forest
2025-08-07 03:04:31,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 101 ports in 10 s,Decision Tree
2025-08-08 12:54:52,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 64 ports in 2 s,Decision Tree
2025-08-08 07:47:40,DDoS,102.122.195.70,192.168.1.109,"43 sources, 3945 packets → 192.168.1.109 in 5 s",Linear SVM
2025-08-08 00:36:16,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1843 packets to 192.168.1.109 in 12 s,Linear SVM
2025-08-06 23:20:29,DDoS,121.40.229.158,192.168.1.109,"57 sources, 3693 packets → 192.168.1.109 in 8 s",Decision Tree
2025-08-08 12:09:48,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1211 SYN packets in 8 s",Random Forest
2025-08-07 00:57:17,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 62 ports in 5 s,Decision Tree
2025-08-06 20:40:27,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 989 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-07 05:58:15,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1352 SYN packets in 8 s",Random Forest
2025-08-07 15:17:24,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 142 ports in 8 s,Random Forest
2025-08-07 07:02:54,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 109 ports in 7 s,Decision Tree
2025-08-07 16:16:28,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 539 packets to 192.168.1.109 in 8 s,Linear SVM
2025-08-08 11:57:57,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 742 packets to 192.168.1.109 in 5 s,Decision Tree
2025-08-08 03:12:59,DDoS,202.144.204.132,192.168.1.109,"46 sources, 4995 packets → 192.168.1.109 in 8 s",Random Forest
2025-08-07 06:30:46,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 1491 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-08 17:15:00,DDoS,160.131.131.225,192.168.1.109,"49 sources, 2661 packets → 192.168.1.109 in 15 s",Linear SVM
2025-08-07 17:24:27,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 77 ports in 6 s,Random Forest
2025-08-08 11:49:29,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 86 ports in 5 s,Linear SVM
2025-08-08 03:39:04,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 783 packets to 192.168.1.109 in 6 s,Decision Tree
2025-08-07 22:49:27,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1543 packets to 192.168.1.109 in 6 s,Random Forest
2025-08-07 15:40:18,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 112 ports in 8 s,Random Forest
2025-08-06 21:05:08,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 142 ports in 6 s,Random Forest
2025-08-08 06:24:45,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 1238 packets to 192.168.1.109 in 9 s,Decision Tree
2025-08-07 12:32:22,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 72 ports in 7 s,Decision Tree
2025-08-07 10:26:02,DoS,171.128.117.50,192.168.1.109,171.128.117.50 sent 1069 packets to 192.168.1.109 in 6 s,Decision Tree
2025-08-08 04:08:36,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 900 packets to 192.168.1.109 in 11 s,Random Forest
2025-08-07 06:53:40,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 535 packets to 192.168.1.109 in 16 s,Decision Tree
2025-08-07 14:43:12,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1227 packets to 192.168.1.109 in 12 s,Random Forest
2025-08-07 18:37:13,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 979 packets to 192.168.1.109 in 9 s,Linear SVM
2025-08-06 21:45:55,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 927 SYN packets in 6 s",Random Forest
2025-08-08 13:33:21,DDoS,202.144.204.132,192.168.1.109,"98 sources, 1570 packets → 192.168.1.109 in 18 s",Random Forest
2025-08-08 13:17:42,DDoS,102.122.195.70,192.168.1.109,"71 sources, 1342 packets → 192.168.1.109 in 12 s",Random Forest
2025-08-08 14:29:28,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 559 SYN packets in 8 s",Random Forest
2025-08-06 19:59:25,DoS,173.104.27.33,192.168.1.109,173.104.27.33 sent 1097 packets to 192.168.1.109 in 5 s,Linear SVM
2025-08-08 08:47:25,SYN Flood,171.128.117.50,192.168.1.109,"SYN flood from 171.128.117.50, 1461 SYN packets in 4 s",Linear SVM
2025-08-08 03:17:28,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 133 ports in 10 s,Random Forest
2025-08-08 09:36:58,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 647 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-08 00:50:31,DDoS,102.122.195.70,192.168.1.109,"54 sources, 4143 packets → 192.168.1.109 in 5 s",Random Forest
2025-08-07 23:14:57,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1374 packets to 192.168.1.109 in 5 s,Linear SVM
2025-08-07 18:06:57,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 98 ports in 3 s,Linear SVM
2025-08-07 02:07:51,DDoS,116.17.206.208,192.168.1.109,"29 sources, 1795 packets → 192.168.1.109 in 15 s",Decision Tree
2025-08-07 20:08:53,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 115 ports in 10 s,Random Forest
2025-08-07 03:12:44,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 890 SYN packets in 5 s",Linear SVM
2025-08-07 02:12:36,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 766 packets to 192.168.1.109 in 7 s,Decision Tree
2025-08-07 00:39:58,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 87 ports in 10 s,Decision Tree
2025-08-08 13:17:13,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 1619 packets to 192.168.1.109 in 9 s,Linear SVM
2025-08-07 10:15:58,DDoS,173.104.27.33,192.168.1.109,"90 sources, 4786 packets → 192.168.1.109 in 14 s",Decision Tree
2025-08-07 22:15:47,DDoS,207.106.9.199,192.168.1.109,"22 sources, 2356 packets → 192.168.1.109 in 13 s",Random Forest
2025-08-08 10:25:57,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 654 packets to 192.168.1.109 in 13 s,Random Forest
2025-08-08 09:56:10,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 673 SYN packets in 4 s",Linear SVM
2025-08-08 00:26:49,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 1074 SYN packets in 9 s",Decision Tree
2025-08-08 16:51:20,DDoS,207.106.9.199,192.168.1.109,"33 sources, 4832 packets → 192.168.1.109 in 8 s",Linear SVM
2025-08-07 16:05:17,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 1133 packets to 192.168.1.109 in 12 s,Linear SVM
2025-08-08 01:34:03,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1493 packets to 192.168.1.109 in 18 s,Random Forest
2025-08-07 08:51:44,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 882 SYN packets in 7 s",Decision Tree
2025-08-08 10:12:38,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 71 ports in 8 s,Decision Tree
2025-08-08 06:37:06,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1149 SYN packets in 4 s",Decision Tree
2025-08-08 13:40:15,SYN Flood,121.40.229.158,192.168.1.109,"SYN flood from 121.40.229.158, 504 SYN packets in 5 s",Decision Tree
2025-08-07 17:46:29,DDoS,199.41.115.196,192.168.1.109,"55 sources, 2685 packets → 192.168.1.109 in 20 s",Random Forest
2025-08-07 16:04:38,SYN Flood,102.122.195.70,192.168.1.109,"SYN flood from 102.122.195.70, 608 SYN packets in 1 s",Linear SVM
2025-08-08 14:50:32,DDoS,160.131.131.225,192.168.1.109,"53 sources, 1760 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-08 15:37:18,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 732 packets to 192.168.1.109 in 13 s,Linear SVM
2025-08-08 04:12:12,DDoS,207.106.9.199,192.168.1.109,"56 sources, 2488 packets → 192.168.1.109 in 5 s",Linear SVM
2025-08-06 19:28:30,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 796 packets to 192.168.1.109 in 13 s,Linear SVM
2025-08-08 00:01:25,Port Scan,173.104.27.33,192.168.1.109,173.104.27.33 scanned 115 ports in 8 s,Random Forest
2025-08-07 00:45:52,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 859 SYN packets in 6 s",Decision Tree
2025-08-08 06:50:40,Port Scan,121.40.229.158,192.168.1.109,121.40.229.158 scanned 77 ports in 9 s,Linear SVM
2025-08-06 21:19:06,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1104 SYN packets in 8 s",Decision Tree
2025-08-07 04:48:11,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 84 ports in 9 s,Random Forest
2025-08-08 11:58:08,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 833 SYN packets in 6 s",Decision Tree
2025-08-07 06:46:06,DDoS,207.106.9.199,192.168.1.109,"50 sources, 3031 packets → 192.168.1.109 in 14 s",Linear SVM
2025-08-07 23:03:41,DoS,173.104.27.33,192.168.1.109,173.104.27.33 sent 1086 packets to 192.168.1.109 in 18 s,Random Forest
2025-08-08 07:20:39,Port Scan,106.238.102.25,192.168.1.109,106.238.102.25 scanned 106 ports in 6 s,Decision Tree
2025-08-07 18:15:18,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1442 packets to 192.168.1.109 in 9 s,Linear SVM
2025-08-07 00:10:23,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 120 ports in 7 s,Linear SVM
2025-08-08 07:10:23,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1113 SYN packets in 9 s",Linear SVM
2025-08-08 16:30:01,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 90 ports in 7 s,Random Forest
2025-08-08 07:11:12,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 1171 SYN packets in 5 s",Decision Tree
2025-08-08 02:26:27,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 878 SYN packets in 6 s",Decision Tree
2025-08-08 00:54:05,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1441 SYN packets in 5 s",Decision Tree
2025-08-06 19:43:43,SYN Flood,116.17.206.208,192.168.1.109,"SYN flood from 116.17.206.208, 611 SYN packets in 6 s",Linear SVM
2025-08-08 14:32:52,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 53 ports in 2 s,Linear SVM
2025-08-07 16:39:36,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 85 ports in 4 s,Linear SVM
2025-08-08 07:19:35,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1214 SYN packets in 10 s",Random Forest
2025-08-07 04:27:41,DoS,202.144.204.132,192.168.1.109,202.144.204.132 sent 1583 packets to 192.168.1.109 in 9 s,Random Forest
2025-08-08 17:02:34,DoS,199.41.115.196,192.168.1.109,199.41.115.196 sent 504 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 20:17:26,SYN Flood,160.131.131.225,192.168.1.109,"SYN flood from 160.131.131.225, 1008 SYN packets in 9 s",Random Forest
2025-08-07 05:43:28,DDoS,116.17.206.208,192.168.1.109,"47 sources, 3459 packets → 192.168.1.109 in 19 s",Random Forest
2025-08-07 12:48:45,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 887 packets to 192.168.1.109 in 9 s,Linear SVM
2025-08-07 12:18:22,Port Scan,160.131.131.225,192.168.1.109,160.131.131.225 scanned 99 ports in 1 s,Decision Tree
2025-08-07 07:34:27,DDoS,207.106.9.199,192.168.1.109,"64 sources, 1770 packets → 192.168.1.109 in 6 s",Linear SVM
2025-08-07 20:48:20,DoS,160.131.131.225,192.168.1.109,160.131.131.225 sent 514 packets to 192.168.1.109 in 17 s,Linear SVM
2025-08-07 22:01:00,DDoS,121.40.229.158,192.168.1.109,"24 sources, 4416 packets → 192.168.1.109 in 16 s",Decision Tree
2025-08-07 23:32:39,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 752 packets to 192.168.1.109 in 12 s,Linear SVM
2025-08-06 19:56:02,DoS,106.238.102.25,192.168.1.109,106.238.102.25 sent 1090 packets to 192.168.1.109 in 9 s,Linear SVM
2025-08-07 01:16:55,Port Scan,202.144.204.132,192.168.1.109,202.144.204.132 scanned 116 ports in 4 s,Decision Tree
2025-08-08 15:51:06,DoS,116.17.206.208,192.168.1.109,116.17.206.208 sent 1861 packets to 192.168.1.109 in 12 s,Decision Tree
2025-08-07 05:12:19,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1355 SYN packets in 9 s",Linear SVM
2025-08-06 22:11:45,DDoS,160.131.131.225,192.168.1.109,"22 sources, 2375 packets → 192.168.1.109 in 13 s",Decision Tree
2025-08-08 11:39:40,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 118 ports in 1 s,Linear SVM
2025-08-07 10:51:08,DoS,173.104.27.33,192.168.1.109,173.104.27.33 sent 1737 packets to 192.168.1.109 in 20 s,Decision Tree
2025-08-08 15:17:08,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1278 SYN packets in 6 s",Random Forest
2025-08-08 18:25:47,DDoS,173.104.27.33,192.168.1.109,"97 sources, 2426 packets → 192.168.1.109 in 9 s",Linear SVM
2025-08-07 09:19:43,SYN Flood,202.144.204.132,192.168.1.109,"SYN flood from 202.144.204.132, 763 SYN packets in 9 s",Random Forest
2025-08-08 12:16:56,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 128 ports in 6 s,Linear SVM
2025-08-07 12:13:20,DoS,121.40.229.158,192.168.1.109,121.40.229.158 sent 592 packets to 192.168.1.109 in 16 s,Random Forest
2025-08-08 05:58:09,Port Scan,102.122.195.70,192.168.1.109,102.122.195.70 scanned 131 ports in 4 s,Decision Tree
2025-08-08 15:39:28,DDoS,199.41.115.196,192.168.1.109,"100 sources, 3538 packets → 192.168.1.109 in 6 s",Linear SVM
2025-08-07 12:54:32,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1466 SYN packets in 3 s",Random Forest
2025-08-08 03:45:50,DDoS,171.128.117.50,192.168.1.109,"48 sources, 2319 packets → 192.168.1.109 in 16 s",Linear SVM
2025-08-07 21:30:41,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1830 packets to 192.168.1.109 in 5 s,Decision Tree
2025-08-08 07:52:53,SYN Flood,199.41.115.196,192.168.1.109,"SYN flood from 199.41.115.196, 1107 SYN packets in 9 s",Random Forest
2025-08-07 23:19:11,DDoS,171.128.117.50,192.168.1.109,"23 sources, 2898 packets → 192.168.1.109 in 17 s",Decision Tree
2025-08-07 13:00:18,DoS,102.122.195.70,192.168.1.109,102.122.195.70 sent 1337 packets to 192.168.1.109 in 10 s,Linear SVM
2025-08-07 06:39:32,SYN Flood,173.104.27.33,192.168.1.109,"SYN flood from 173.104.27.33, 1028 SYN packets in 9 s",Linear SVM
2025-08-07 14:51:38,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 72 ports in 8 s,Decision Tree
2025-08-07 10:13:27,SYN Flood,106.238.102.25,192.168.1.109,"SYN flood from 106.238.102.25, 1499 SYN packets in 3 s",Random Forest
2025-08-07 18:25:27,DoS,207.106.9.199,192.168.1.109,207.106.9.199 sent 559 packets to 192.168.1.109 in 8 s,Decision Tree
2025-08-07 22:26:12,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 128 ports in 9 s,Linear SVM
2025-08-07 13:47:16,Port Scan,171.128.117.50,192.168.1.109,171.128.117.50 scanned 135 ports in 9 s,Linear SVM
2025-08-07 01:27:40,Port Scan,116.17.206.208,192.168.1.109,116.17.206.208 scanned 83 ports in 4 s,Random Forest
2025-08-07 06:50:18,SYN Flood,207.106.9.199,192.168.1.109,"SYN flood from 207.106.9.199, 688 SYN packets in 5 s",Decision Tree
